,CPI,3M BILL,5YR INTERPOLATION,5.25 YR,10YR BOND,24M CPI (Ann.),5YR Real Yield,5.25YR Real Yield,10YR Real Yield,
1/1/1960,18.12597633,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2/1/1960,18.14432246,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
3/1/1960,18.08928407,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
4/1/1960,18.19936085,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
5/1/1960,18.36447602,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
6/1/1960,18.2910915,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
7/1/1960,18.27274537,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
8/1/1960,18.41951441,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
9/1/1960,18.56628345,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
10/1/1960,18.6580141,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
11/1/1960,18.40116828,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
12/1/1960,18.54793732,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1/1/1961,18.80478313,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2/1/1961,18.89651378,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
3/1/1961,18.85982152,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
4/1/1961,19.04328282,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
5/1/1961,18.95155217,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
6/1/1961,18.95155217,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
7/1/1961,19.26343638,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
8/1/1961,19.41020542,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
9/1/1961,19.5202822,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
10/1/1961,19.94224319,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
11/1/1961,20.03397384,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
12/1/1961,20.21743514,6.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1/1/1962,20.34585805,6.082,NaN,NaN,NaN,5.95%,NaN,NaN,NaN,
2/1/1962,20.27247353,6.082,NaN,NaN,NaN,5.70%,NaN,NaN,NaN,
3/1/1962,20.30916579,6.082,NaN,NaN,NaN,5.96%,NaN,NaN,NaN,
4/1/1962,20.52931934,6.082,NaN,NaN,NaN,6.21%,NaN,NaN,NaN,
5/1/1962,20.63939612,6.082,NaN,NaN,NaN,6.01%,NaN,NaN,NaN,
6/1/1962,20.5660116,6.082,NaN,NaN,NaN,6.04%,NaN,NaN,NaN,
7/1/1962,20.76781903,6.082,NaN,NaN,NaN,6.61%,NaN,NaN,NaN,
8/1/1962,20.76781903,6.082,NaN,NaN,NaN,6.18%,NaN,NaN,NaN,
9/1/1962,20.69443451,6.082,NaN,NaN,NaN,5.58%,NaN,NaN,NaN,
10/1/1962,20.85954968,6.082,NaN,NaN,NaN,5.74%,NaN,NaN,NaN,
11/1/1962,20.78616516,6.082,NaN,NaN,NaN,6.28%,NaN,NaN,NaN,
12/1/1962,21.20812615,6.082,NaN,NaN,NaN,6.93%,NaN,NaN,NaN,
1/1/1963,21.55670262,6.082,NaN,NaN,NaN,7.07%,NaN,NaN,NaN,
2/1/1963,21.65424426,6.082,NaN,NaN,NaN,7.05%,NaN,NaN,NaN,
3/1/1963,21.7517859,6.082,NaN,NaN,NaN,7.39%,NaN,NaN,NaN,
4/1/1963,21.84932754,6.082,NaN,NaN,NaN,7.11%,NaN,NaN,NaN,
5/1/1963,22.02002541,6.082,NaN,NaN,NaN,7.79%,NaN,NaN,NaN,
6/1/1963,22.19072328,5.71,NaN,NaN,NaN,8.21%,NaN,NaN,NaN,
7/1/1963,22.04441082,5.71,NaN,NaN,NaN,6.98%,NaN,NaN,NaN,
8/1/1963,21.97125459,5.71,NaN,NaN,NaN,6.39%,NaN,NaN,NaN,
9/1/1963,22.41019197,5.71,NaN,NaN,NaN,7.15%,NaN,NaN,NaN,
10/1/1963,22.33703574,5.71,NaN,NaN,NaN,5.83%,NaN,NaN,NaN,
11/1/1963,22.2394941,5.71,NaN,NaN,NaN,5.36%,NaN,NaN,NaN,
12/1/1963,22.33703574,5.71,NaN,NaN,NaN,5.11%,NaN,NaN,NaN,
1/1/1964,22.36142115,5.71,NaN,NaN,NaN,4.84%,NaN,NaN,NaN,
2/1/1964,22.33703574,5.71,NaN,NaN,NaN,4.97%,NaN,NaN,NaN,
3/1/1964,22.43457738,5.71,NaN,NaN,NaN,5.10%,NaN,NaN,NaN,
4/1/1964,22.7028169,5.71,NaN,NaN,NaN,5.16%,NaN,NaN,NaN,
5/1/1964,22.80035854,5.71,NaN,NaN,NaN,5.10%,NaN,NaN,NaN,
6/1/1964,22.75158772,5.71,NaN,NaN,NaN,5.18%,NaN,NaN,NaN,
7/1/1964,22.62966067,5.71,NaN,NaN,NaN,4.39%,NaN,NaN,NaN,
8/1/1964,22.87351477,5.71,NaN,NaN,NaN,4.95%,NaN,NaN,NaN,
9/1/1964,23.16613969,5.71,NaN,NaN,NaN,5.80%,NaN,NaN,NaN,
10/1/1964,23.58069166,5.71,NaN,NaN,NaN,6.32%,NaN,NaN,NaN,
11/1/1964,23.38560838,5.71,NaN,NaN,NaN,6.07%,NaN,NaN,NaN,
12/1/1964,23.38560838,5.71,NaN,NaN,NaN,5.01%,NaN,NaN,NaN,
1/1/1965,23.897702,5.71,NaN,NaN,NaN,5.29%,NaN,NaN,NaN,
2/1/1965,23.84893118,5.71,NaN,NaN,NaN,4.95%,NaN,NaN,NaN,
3/1/1965,23.99524364,5.71,NaN,NaN,NaN,5.03%,NaN,NaN,NaN,
4/1/1965,24.50733725,5.71,NaN,NaN,NaN,5.91%,NaN,NaN,NaN,
5/1/1965,24.36102479,5.71,NaN,NaN,NaN,5.18%,NaN,NaN,NaN,
6/1/1965,24.31225397,5.71,NaN,NaN,NaN,4.67%,NaN,NaN,NaN,
7/1/1965,24.19032692,5.71,NaN,NaN,NaN,4.75%,NaN,NaN,NaN,
8/1/1965,24.31225397,5.71,NaN,NaN,NaN,5.19%,NaN,NaN,NaN,
9/1/1965,24.65364971,5.71,NaN,NaN,NaN,4.89%,NaN,NaN,NaN,
10/1/1965,24.97066005,5.71,NaN,NaN,NaN,5.73%,NaN,NaN,NaN,
11/1/1965,24.72680594,5.71,NaN,NaN,NaN,5.44%,NaN,NaN,NaN,
12/1/1965,24.89750382,5.71,NaN,NaN,NaN,5.58%,NaN,NaN,NaN,
1/1/1966,25.14135792,5.71,NaN,NaN,NaN,6.03%,NaN,NaN,NaN,
2/1/1966,25.3364412,5.71,NaN,NaN,NaN,6.50%,NaN,NaN,NaN,
3/1/1966,25.43398284,5.71,NaN,NaN,NaN,6.48%,NaN,NaN,NaN,
4/1/1966,25.72660776,5.71,NaN,NaN,NaN,6.45%,NaN,NaN,NaN,
5/1/1966,25.55590989,5.71,NaN,NaN,NaN,5.87%,NaN,NaN,NaN,
6/1/1966,25.60468071,5.71,NaN,NaN,NaN,6.08%,NaN,NaN,NaN,
7/1/1966,25.67783694,5.71,NaN,NaN,NaN,6.52%,NaN,NaN,NaN,
8/1/1966,25.48275366,5.71,NaN,NaN,NaN,5.55%,NaN,NaN,NaN,
9/1/1966,25.77537858,5.71,NaN,NaN,NaN,5.48%,NaN,NaN,NaN,
10/1/1966,25.94607645,5.71,NaN,NaN,NaN,4.90%,NaN,NaN,NaN,
11/1/1966,25.75099317,5.71,NaN,NaN,NaN,4.94%,NaN,NaN,NaN,
12/1/1966,25.99484727,5.71,NaN,NaN,NaN,5.43%,NaN,NaN,NaN,
1/1/1967,26.2874722,5.71,NaN,NaN,NaN,4.88%,NaN,NaN,NaN,
2/1/1967,26.40939925,5.71,NaN,NaN,NaN,5.23%,NaN,NaN,NaN,
3/1/1967,26.45817007,5.71,NaN,NaN,NaN,5.01%,NaN,NaN,NaN,
4/1/1967,26.5313263,5.71,NaN,NaN,NaN,4.05%,NaN,NaN,NaN,
5/1/1967,26.36062843,5.71,NaN,NaN,NaN,4.02%,NaN,NaN,NaN,
6/1/1967,26.21431597,5.71,NaN,NaN,NaN,3.84%,NaN,NaN,NaN,
7/1/1967,26.18993056,5.71,NaN,NaN,NaN,4.05%,NaN,NaN,NaN,
8/1/1967,26.40939925,5.71,NaN,NaN,NaN,4.22%,NaN,NaN,NaN,
9/1/1967,26.82395122,5.71,NaN,NaN,NaN,4.31%,NaN,NaN,NaN,
10/1/1967,27.28727401,5.71,NaN,NaN,NaN,4.54%,NaN,NaN,NaN,
11/1/1967,27.2628886,5.71,NaN,NaN,NaN,5.00%,NaN,NaN,NaN,
12/1/1967,27.45797189,5.71,NaN,NaN,NaN,5.02%,NaN,NaN,NaN,
1/1/1968,27.67744058,5.71,NaN,NaN,NaN,4.92%,NaN,NaN,NaN,
2/1/1968,27.79936763,5.71,NaN,NaN,NaN,4.75%,NaN,NaN,NaN,
3/1/1968,27.84813845,5.71,NaN,NaN,NaN,4.64%,NaN,NaN,NaN,
4/1/1968,27.92129468,5.896,NaN,NaN,NaN,4.18%,NaN,NaN,NaN,
5/1/1968,27.92129468,5.896,NaN,NaN,NaN,4.53%,NaN,NaN,NaN,
6/1/1968,27.67744058,5.896,NaN,NaN,NaN,3.97%,NaN,NaN,NaN,
7/1/1968,27.67744058,5.896,NaN,NaN,NaN,3.82%,NaN,NaN,NaN,
8/1/1968,27.92129468,5.71,NaN,NaN,NaN,4.68%,NaN,NaN,NaN,
9/1/1968,28.55531535,5.71,NaN,NaN,NaN,5.25%,NaN,NaN,NaN,
10/1/1968,28.57970076,5.71,NaN,NaN,NaN,4.95%,NaN,NaN,NaN,
11/1/1968,28.65285699,5.71,NaN,NaN,NaN,5.48%,NaN,NaN,NaN,
12/1/1968,28.53092994,5.71,NaN,NaN,NaN,4.76%,NaN,NaN,NaN,
1/1/1969,28.62847158,5.71,NaN,NaN,NaN,4.36%,NaN,NaN,NaN,
2/1/1969,28.62847158,5.71,NaN,NaN,NaN,4.12%,NaN,NaN,NaN,
3/1/1969,28.9210965,5.71,NaN,NaN,NaN,4.55%,NaN,NaN,NaN,
4/1/1969,29.21372142,5.71,NaN,NaN,NaN,4.93%,NaN,NaN,NaN,
5/1/1969,29.23810683,5.71,NaN,NaN,NaN,5.32%,NaN,NaN,NaN,
6/1/1969,29.28687765,5.71,NaN,NaN,NaN,5.70%,NaN,NaN,NaN,
7/1/1969,29.6526588,5.71,NaN,NaN,NaN,6.41%,NaN,NaN,NaN,
8/1/1969,29.92089832,5.71,NaN,NaN,NaN,6.44%,NaN,NaN,NaN,
9/1/1969,30.14036701,5.932,NaN,NaN,NaN,6.00%,NaN,NaN,NaN,
10/1/1969,30.28667947,5.932,NaN,NaN,NaN,5.35%,NaN,NaN,NaN,
11/1/1969,30.16475242,5.932,NaN,NaN,NaN,5.19%,NaN,NaN,NaN,
12/1/1969,30.3598357,5.932,NaN,NaN,NaN,5.15%,NaN,NaN,NaN,
1/1/1970,30.8475439,5.932,NaN,NaN,NaN,5.57%,NaN,NaN,NaN,
2/1/1970,30.8475439,5.932,NaN,NaN,NaN,5.34%,NaN,NaN,NaN,
3/1/1970,31.15296513,5.932,NaN,NaN,NaN,5.77%,NaN,NaN,NaN,
4/1/1970,31.45838636,5.932,NaN,NaN,NaN,6.15%,NaN,NaN,NaN,
5/1/1970,31.35657928,5.932,NaN,NaN,NaN,5.97%,NaN,NaN,NaN,
6/1/1970,31.35657928,5.932,NaN,NaN,NaN,6.44%,NaN,NaN,NaN,
7/1/1970,31.35657928,5.932,NaN,NaN,NaN,6.44%,NaN,NaN,NaN,
8/1/1970,31.25477221,5.932,NaN,NaN,NaN,5.80%,NaN,NaN,NaN,
9/1/1970,31.76380758,5.932,NaN,NaN,NaN,5.47%,NaN,NaN,NaN,
10/1/1970,32.27284296,5.932,NaN,NaN,NaN,6.26%,NaN,NaN,NaN,
11/1/1970,32.27284296,5.804,NaN,NaN,NaN,6.13%,NaN,NaN,NaN,
12/1/1970,32.47645711,5.804,NaN,NaN,NaN,6.69%,NaN,NaN,NaN,
1/1/1971,32.78187834,5.677,NaN,NaN,NaN,7.01%,NaN,NaN,NaN,
2/1/1971,32.78187834,5.677,NaN,NaN,NaN,7.01%,NaN,NaN,NaN,
3/1/1971,32.88368542,5.677,NaN,NaN,NaN,6.63%,NaN,NaN,NaN,
4/1/1971,33.29091372,5.677,NaN,NaN,NaN,6.75%,NaN,NaN,NaN,
5/1/1971,33.39272079,5.423,NaN,NaN,NaN,6.87%,NaN,NaN,NaN,
6/1/1971,33.49452787,5.423,NaN,NaN,NaN,6.94%,NaN,NaN,NaN,
7/1/1971,33.49452787,5.168,NaN,NaN,NaN,6.28%,NaN,NaN,NaN,
8/1/1971,33.49452787,5.168,NaN,NaN,NaN,5.80%,NaN,NaN,NaN,
9/1/1971,34.30898447,5.168,NaN,NaN,NaN,6.69%,NaN,NaN,NaN,
10/1/1971,34.41079155,5.168,NaN,NaN,NaN,6.59%,NaN,NaN,NaN,
11/1/1971,34.10537032,5.168,NaN,NaN,NaN,6.33%,NaN,NaN,NaN,
12/1/1971,34.10537032,5.168,NaN,NaN,NaN,5.99%,NaN,NaN,NaN,
1/1/1972,34.10537032,4.66,NaN,NaN,NaN,5.15%,NaN,NaN,NaN,
2/1/1972,34.30898447,4.66,NaN,NaN,NaN,5.46%,NaN,NaN,NaN,
3/1/1972,34.6144057,4.66,6.609,6.638,7.189,5.41%,1.1997,1.2287,1.7797,
4/1/1972,35.021634,4.66,6.533487179,6.558512821,7.034,5.51%,1.0219,1.0470,1.5225,
5/1/1972,35.12344108,4.66,6.533487179,6.558512821,7.034,5.84%,0.6973,0.7223,1.1978,
6/1/1972,35.12344108,4.153,6.195487179,6.237412821,7.034,5.84%,0.3593,0.4012,1.1978,
7/1/1972,35.12344108,4.153,6.041051282,6.074848718,6.717,5.84%,0.2049,0.2387,0.8808,
8/1/1972,35.42886231,4.153,6.041051282,6.074848718,6.717,6.47%,-0.4273,-0.3935,0.2487,
9/1/1972,35.63247646,4.153,6.041051282,6.074848718,6.717,5.91%,0.1262,0.1600,0.8022,
10/1/1972,35.83609061,4.153,6.041051282,6.074848718,6.717,5.38%,0.6651,0.6989,1.3410,
11/1/1972,35.73428353,4.153,6.041051282,6.074848718,6.717,5.23%,0.8148,0.8486,1.4908,
12/1/1972,36.03970476,4.153,6.041051282,6.074848718,6.717,5.34%,0.6979,0.7317,1.3739,
1/1/1973,36.34512599,4.153,6.041051282,6.074848718,6.717,5.29%,0.7464,0.7802,1.4224,
2/1/1973,36.65054721,4.153,6.041051282,6.074848718,6.717,5.74%,0.3049,0.3387,0.9809,
3/1/1973,37.56681089,4.914,6.548384615,6.556815385,6.717,6.88%,-0.3354,-0.3270,-0.1668,
4/1/1973,38.27946042,4.914,6.548384615,6.556815385,6.717,7.23%,-0.6825,-0.6741,-0.5139,
5/1/1973,38.89030288,4.914,6.669692308,6.684507692,6.966,7.92%,-1.2485,-1.2337,-0.9522,
6/1/1973,38.99210995,5.425,7.010358974,7.008141026,6.966,7.90%,-0.8847,-0.8869,-0.9290,
7/1/1973,39.29753118,5.549,7.093025641,7.086674359,6.966,8.32%,-1.2237,-1.2301,-1.3508,
8/1/1973,39.60295241,5.549,7.171948718,7.169751282,7.128,8.74%,-1.5649,-1.5671,-1.6089,
9/1/1973,40.72283024,5.549,7.171948718,7.169751282,7.128,8.95%,-1.7750,-1.7772,-1.8189,
10/1/1973,40.92644439,5.802999999,7.426051281,7.419848717,7.302,9.06%,-1.6312,-1.6374,-1.7553,
11/1/1973,41.23186561,5.802999999,7.426051281,7.419848717,7.302,9.95%,-2.5264,-2.5327,-2.6505,
12/1/1973,42.5553576,5.802999999,7.426051281,7.419848717,7.302,11.70%,-4.2772,-4.2834,-4.4012,
1/1/1974,44.38788496,6.825,8.457179487,8.435320513,8.02,14.08%,-5.6258,-5.6477,-6.0630,
2/1/1974,45.81318402,6.825,8.457179487,8.435320513,8.02,15.56%,-7.0985,-7.1204,-7.5357,
3/1/1974,46.11860524,6.825,8.457179487,8.435320513,8.02,15.43%,-6.9704,-6.9923,-7.4076,
4/1/1974,47.23848307,6.825,8.457179487,8.435320513,8.02,16.14%,-7.6823,-7.7041,-8.1195,
5/1/1974,47.44209723,6.825,8.457179487,8.435320513,8.02,16.22%,-7.7635,-7.7854,-8.2007,
6/1/1974,47.74751845,6.825,8.457179487,8.435320513,8.02,16.59%,-8.1370,-8.1589,-8.5742,
7/1/1974,48.66378213,6.825,8.457179487,8.435320513,8.02,17.71%,-9.2504,-9.2723,-9.6876,
8/1/1974,49.17281751,6.825,8.457179487,8.435320513,8.02,17.81%,-9.3533,-9.3752,-9.7905,
9/1/1974,49.88546704,6.825,8.457179487,8.435320513,8.02,18.32%,-9.8644,-9.8863,-10.3016,
10/1/1974,51.00534487,6.825,8.649128205,8.637371795,8.414,19.30%,-10.6528,-10.6646,-10.8879,
11/1/1974,51.41257317,6.825,8.649128205,8.637371795,8.414,19.95%,-11.2986,-11.3104,-11.5338,
12/1/1974,51.51438025,6.825,8.649128205,8.637371795,8.414,19.56%,-10.9075,-10.9192,-11.1426,
1/1/1975,52.1252227,6.825,8.649128205,8.637371795,8.414,19.76%,-11.1079,-11.1196,-11.3430,
2/1/1975,52.22702978,6.825,8.649128205,8.637371795,8.414,19.37%,-10.7242,-10.7360,-10.9594,
3/1/1975,52.63425808,6.825,8.649128205,8.637371795,8.414,18.37%,-9.7183,-9.7300,-9.9534,
4/1/1975,53.55052176,6.825,8.649128205,8.637371795,8.414,18.28%,-9.6275,-9.6393,-9.8626,
5/1/1975,53.85594299,6.314,8.308461538,8.313738462,8.414,17.68%,-9.3698,-9.3645,-9.2642,
6/1/1975,53.85594299,6.314,8.308461538,8.313738462,8.414,17.52%,-9.2160,-9.2108,-9.1105,
7/1/1975,54.05955714,6.314,8.308461538,8.313738462,8.414,17.29%,-8.9795,-8.9743,-8.8740,
8/1/1975,53.85594299,6.059,8.092666667,8.104033333,8.32,16.61%,-8.5220,-8.5106,-8.2946,
9/1/1975,55.0776279,6.059,8.092666667,8.104033333,8.32,16.30%,-8.2044,-8.1930,-7.9770,
10/1/1975,55.8920845,5.677,7.838,7.8621,8.32,16.86%,-9.0240,-8.9999,-8.5420,
11/1/1975,55.68847035,5.677,7.792692308,7.814407692,8.227,16.22%,-8.4234,-8.4017,-7.9891,
12/1/1975,55.68847035,5.677,7.792692308,7.814407692,8.227,14.39%,-6.6019,-6.5802,-6.1676,
1/1/1976,56.7065411,5.677,7.792692308,7.814407692,8.227,13.03%,-5.2349,-5.2132,-4.8006,
2/1/1976,57.11376941,5.677,7.792692308,7.814407692,8.227,11.65%,-3.8615,-3.8398,-3.4272,
3/1/1976,57.31738356,5.677,7.792692308,7.814407692,8.227,11.48%,-3.6894,-3.6677,-3.2551,
4/1/1976,58.64087554,5.677,7.792692308,7.814407692,8.227,11.42%,-3.6245,-3.6028,-3.1902,
5/1/1976,58.84448969,5.677,7.792692308,7.814407692,8.227,11.37%,-3.5780,-3.5563,-3.1437,
6/1/1976,58.94629677,5.677,7.792692308,7.814407692,8.227,11.11%,-3.3172,-3.2955,-2.8829,
7/1/1976,59.35352507,5.677,7.792692308,7.814407692,8.227,10.44%,-2.6458,-2.6240,-2.2115,
8/1/1976,58.94629677,5.677,7.792692308,7.814407692,8.227,9.49%,-1.6951,-1.6734,-1.2608,
9/1/1976,60.4734029,5.677,7.792692308,7.814407692,8.227,10.10%,-2.3093,-2.2876,-1.8750,
10/1/1976,60.77882413,5.677,7.792692308,7.814407692,8.227,9.16%,-1.3685,-1.3468,-0.9342,
11/1/1976,60.77882413,5.677,7.792692308,7.814407692,8.227,8.73%,-0.9353,-0.9136,-0.5010,
12/1/1976,61.49147366,5.677,7.792692308,7.814407692,8.227,9.26%,-1.4628,-1.4411,-1.0285,
1/1/1977,62.00050904,5.677,7.792692308,7.814407692,8.227,9.06%,-1.2694,-1.2476,-0.8351,
2/1/1977,62.40773734,5.677,7.792692308,7.814407692,8.227,9.31%,-1.5202,-1.4985,-1.0859,
3/1/1977,62.71315856,5.55,7.708025641,7.733974359,8.227,9.16%,-1.4473,-1.4214,-0.9284,
4/1/1977,63.73122932,4.914,7.284025641,7.331174359,8.227,9.09%,-1.8083,-1.7612,-0.8653,
5/1/1977,64.34207177,4.914,6.923512821,6.951687179,7.487,9.30%,-2.3791,-2.3510,-1.8157,
6/1/1977,64.13845762,4.914,6.923512821,6.951687179,7.487,9.13%,-2.2061,-2.1779,-1.6426,
7/1/1977,63.93484347,4.914,6.825589744,6.848610256,7.286,8.75%,-1.9252,-1.9022,-1.4648,
8/1/1977,64.03665055,4.914,6.678461538,6.693738462,6.984,9.04%,-2.3645,-2.3492,-2.0589,
9/1/1977,65.0547213,4.153,6.171128205,6.211771795,6.984,8.68%,-2.5094,-2.4688,-1.6965,
